Azimuth,Height,Median Distance,Average Intensity
-98.0,-23.7,128.80451398418165,9.040000081062317
-97.5,-23.7,133.31526161609128,9.900000154972076
-97.0,-23.7,142.04885230153266,9.370000064373016
-96.5,-23.7,124.13290885724436,7.020000144839287
-96.0,-23.7,141.81362654593215,10.449999958276749
-95.5,-23.7,124.15688244708066,9.560000240802765
-95.0,-23.7,141.76597630831318,10.090000033378601
-94.5,-23.7,124.02238746157025,8.560000091791153
-94.0,-23.7,137.34138468818588,10.309999942779541
-93.5,-23.7,132.74055010145358,9.540000051259995
-93.0,-23.7,128.39074661727673,9.260000169277191
-92.5,-23.7,137.13739362450437,9.390000075101852
-92.0,-23.7,128.30578410285125,9.1700000166893
-91.5,-23.7,141.80979206359166,9.92000000178814
-91.0,-23.7,124.21845357544709,3.5499999970197678
-90.5,-23.7,137.57973507554266,0.0
-87.0,-23.7,132.3520104568162,0.11999999731779099
-86.5,-23.7,123.53229344022269,1.4299999866634607
-86.0,-23.7,141.6624215424801,2.179999992251396
-85.5,-23.7,124.04591374461057,0.0
-85.0,-23.7,137.49898023816138,0.0
-84.5,-23.7,128.227480542889,0.0
-84.0,-23.7,132.26960707074048,0.0
-83.5,-23.7,141.28476794859637,0.0
-83.0,-23.7,123.66543291979532,0.0
-82.5,-23.7,84.09117579620695,0.0
-76.0,-23.7,43.99030464243505,0.0
-75.5,-23.7,127.16436355775339,0.0
-75.0,-23.7,135.86757422369016,0.0
-74.5,-23.7,131.47430700639254,0.0
-74.0,-23.7,127.2159618900097,0.07999999821186066
-73.5,-23.7,140.24188966339537,1.5599999837577343
-73.0,-23.7,122.80966954372826,3.189999997615814
-72.5,-23.7,140.32318256560805,3.7100000381469727
-72.0,-23.7,122.87797606458398,4.749999992549419
-71.5,-23.7,135.93296244065377,5.340000011026859
-71.0,-23.7,127.22997615264133,7.079999968409538
-70.5,-23.7,136.07114569520897,5.140000056475401
-70.0,-23.7,127.31144050357214,7.720000088214874
-69.5,-23.7,131.59639520927703,8.430000066757202
-69.0,-23.7,140.31691625116503,9.78000009059906
-68.5,-23.7,122.73208899694988,7.5899999886751175
-68.0,-23.7,140.19547455945798,9.950000062584877
-67.5,-23.7,122.6474406032886,9.149999916553497
-67.0,-23.7,135.87550692094857,9.830000042915344
-66.5,-23.7,127.19397119109362,9.719999998807907
-66.0,-23.7,136.38986428894455,9.270000010728836
-65.5,-23.7,132.03801433245013,8.90000008046627
-65.0,-23.7,127.2288930119757,6.399999976158142
-64.5,-23.7,140.37078659967702,9.950000077486038
-64.0,-23.7,122.70667764876242,8.660000145435333
-63.5,-23.7,140.20438820647016,9.910000145435333
-63.0,-23.7,122.7176829943873,8.690000116825104
-62.5,-23.7,135.79808285711002,7.500000044703484
-62.0,-23.7,126.9847871441265,8.75999990105629
-61.5,-23.7,135.5777527457024,9.540000051259995
-61.0,-23.7,131.23361720198068,9.600000023841858
-60.5,-23.7,131.25048968847562,9.53000009059906
-60.0,-23.7,135.72803476021062,9.790000140666962
-59.5,-23.7,122.77258618316841,8.590000092983246
-59.0,-23.7,140.09711553298308,10.010000109672546
-58.5,-23.7,122.90450921044601,9.000000029802322
-58.0,-23.7,136.14909241542523,9.160000085830688
-57.5,-23.7,127.10309148062663,8.659999966621399
-57.0,-23.7,135.61779567108056,9.78000009059906
-56.5,-23.7,126.70452480838507,9.010000050067902
-56.0,-23.7,135.37484115764678,9.780000030994415
-55.5,-23.7,135.30541257828403,9.810000121593475
-55.0,-23.7,122.36367221622737,8.77999997138977
-54.5,-23.7,139.80231279343698,10.120000123977661
-54.0,-23.7,122.35305023401533,7.959999993443489
-53.5,-23.7,122.44891925723253,10.539999961853027
-53.0,-23.7,122.35411452867457,11.349999964237213
-52.5,-23.7,135.00406034520597,12.929999977350235
-52.0,-23.7,130.65210629647342,12.099999964237213
-51.5,-23.7,130.53462290064965,11.729999989271164
-51.0,-23.7,134.86754049839737,12.789999961853027
-50.5,-23.7,121.8154564299871,10.999999940395355
-50.0,-23.7,139.20035286217683,12.600000023841858
-49.5,-23.7,121.95241234354712,10.500000029802322
-49.0,-23.7,139.10832556290785,13.240000054240227
-48.5,-23.7,121.9213721858095,12.030000030994415
-48.0,-23.7,134.82763782006342,12.42999991774559
-47.5,-23.7,126.22092329458256,11.580000042915344
-47.0,-23.7,134.75352969335006,12.81999996304512
-46.5,-23.7,134.77502948691932,13.829999893903732
-46.0,-23.7,121.57076900990344,9.930000007152557
-45.5,-23.7,138.92750998445163,12.879999995231628
-45.0,-23.7,121.57523000902826,11.96999990940094
-44.5,-23.7,134.61883125222548,12.330000013113022
-44.0,-23.7,121.59521771653272,11.580000042915344
-43.5,-23.7,138.84650400627564,12.499999910593033
-43.0,-23.7,121.59891528369877,11.059999823570251
-42.5,-23.7,130.367537718119,11.56999996304512
-42.0,-23.7,139.06767019831986,13.430000007152557
-41.5,-23.7,117.32433131741004,10.659999936819077
-41.0,-23.7,130.05272883889194,12.779999911785126
-40.5,-23.7,113.0146140964625,7.199999958276749
-40.0,-23.7,30.49289791927349,0.0
-28.5,-23.7,86.4680923997892,3.549999985843897
-28.0,-23.7,95.12919702734703,7.260000020265579
-27.5,-23.7,121.03434459877258,9.250000149011612
-27.0,-23.7,103.81629984754989,8.580000013113022
-26.5,-23.7,134.1426949530797,10.9200000166893
-26.0,-23.7,108.24654147480892,8.750000089406967
-25.5,-23.7,116.86232711702013,9.800000101327896
-25.0,-23.7,112.55060966432558,9.190000236034393
-24.5,-23.7,134.1387399946615,10.980000048875809
-24.0,-23.7,138.52993256978667,11.049999952316284
-23.5,-23.7,112.57571209195453,9.26000002026558
-23.0,-23.7,138.53975872253434,10.680000126361847
-22.5,-23.7,116.97668538351348,9.000000059604645
-22.0,-23.7,129.96522789877085,10.53999999165535
-21.5,-23.7,99.77610521508683,5.819999933242798
-21.0,-23.7,125.67388796207716,0.0
-20.5,-23.7,39.12936096021647,0.0
65.0,-23.7,8.614170930783807,0.5299999862909317
65.5,-23.7,12.914943135629008,0.75
66.0,-23.7,68.95407377035765,5.940000057220459
66.5,-23.7,34.47560177628305,2.7600000202655792
67.0,-23.7,69.06022350483626,5.919999986886978
67.5,-23.7,77.68582283069418,6.300000041723251
68.0,-23.7,73.31875311375362,5.819999992847443
68.5,-23.7,55.99604443597685,4.6500000059604645
69.0,-23.7,25.839986133968885,2.1399999856948853
69.5,-23.7,30.099128519058826,2.530000001192093
70.0,-23.7,21.477955857596314,1.800000011920929
70.5,-23.7,21.4798014722046,1.7100000381469727
71.0,-23.7,21.498454047743234,1.7200000286102295
71.5,-23.7,12.87598622020976,1.0800000131130219
72.0,-23.7,30.11649494142659,2.3900000154972076
72.5,-23.7,30.08054562021792,2.5000000298023224
73.0,-23.7,12.912332075951063,1.1599999964237213
73.5,-23.7,21.500031586705763,1.7700000405311584
74.0,-23.7,25.83594384549679,2.0399999916553497
74.5,-23.7,12.900441607920582,1.1200000047683716
75.0,-23.7,21.487260320600452,1.8100000321865082
75.5,-23.7,30.083910298421177,2.4800000190734863
76.0,-23.7,17.195627918884682,1.3400000035762787
76.5,-23.7,17.195670255436575,1.3800000250339508
77.0,-23.7,38.692742423112605,3.0699999928474426
77.5,-23.7,47.34297136990322,3.669999986886978
78.0,-23.7,64.57004744303829,5.5000001192092896
78.5,-23.7,25.84877254620661,2.120000034570694
79.0,-23.7,38.769185413946786,3.2600000202655792
79.5,-23.7,25.844432465930147,2.1200000643730164
80.0,-23.7,68.9001640219788,5.749999970197678
80.5,-23.7,124.9242091904929,10.11000007390976
81.0,-23.7,73.22352623967896,6.000000029802322
81.5,-23.7,60.35110253509093,5.050000011920929
82.0,-23.7,56.06792633964968,4.390000015497208
82.5,-23.7,68.97552316876674,5.939999967813492
83.0,-23.7,73.31854923281914,5.810000121593475
83.5,-23.7,77.61231472398778,6.360000133514404
84.0,-23.7,99.27805903325486,8.580000013113022
84.5,-23.7,82.0083781431551,6.480000019073486
85.0,-23.7,103.59753516091128,8.540000140666962
85.5,-23.7,82.04289554257781,6.5900000631809235
86.0,-23.7,116.63139364641212,9.310000121593475
86.5,-23.7,90.70771144960693,7.570000052452087
87.0,-23.7,133.95723327583775,10.710000187158585
87.5,-23.7,90.78846827846054,7.599999964237213
88.0,-23.7,125.3298475034834,10.020000010728836
88.5,-23.7,116.76135257933893,9.240000128746033
89.0,-23.7,82.17484597335483,6.740000009536743
89.5,-23.7,147.06639003275768,11.87000024318695
90.0,-23.7,103.88098520858907,8.76000002026558
90.5,-23.7,142.8398703688382,11.219999939203262
91.0,-23.7,103.89072713540699,8.439999908208847
91.5,-23.7,134.25130749270525,10.86000007390976
92.0,-23.7,116.96550665086943,9.300000041723251
92.5,-23.7,125.71704977696895,10.460000067949295
93.0,-23.7,147.44189474402648,11.75000011920929
93.5,-23.7,108.47126260889658,9.13999992609024
94.0,-23.7,151.92124967105548,12.419999986886978
94.5,-23.7,104.2398002972815,8.650000095367432
95.0,-23.7,143.33607869690394,11.470000118017197
95.5,-23.7,117.33545235958775,9.36000007390976
96.0,-23.7,139.10389704944197,11.120000153779984
96.5,-23.7,126.1224242079706,10.230000019073486
97.0,-23.7,134.94044610027194,10.770000100135803
97.5,-23.7,148.03871367180787,12.060000151395798
98.0,-23.7,108.89751354936563,8.720000058412552
98.5,-23.7,139.34922841297922,11.480000227689743
99.0,-23.7,117.56733371592873,9.330000042915344
99.5,-23.7,143.85229702037142,11.890000194311142
100.0,-23.7,113.3011893462814,9.550000101327896
100.5,-23.7,143.8676094923412,11.209999978542328
101.0,-23.7,135.15041805923192,10.93000015616417
101.5,-23.7,122.09324823005876,9.910000085830688
102.0,-23.7,152.60699317920063,12.68000003695488
102.5,-23.7,104.75217694284116,8.580000013113022
103.0,-23.7,144.00327926208126,11.420000076293945
103.5,-23.7,113.38911643190158,9.200000017881393
104.0,-23.7,143.9975867709406,11.620000064373016
104.5,-23.7,108.99670533616582,8.260000079870224
105.0,-23.7,148.34998141079265,12.470000088214874
105.5,-23.7,122.10407245258038,10.140000015497208
106.0,-23.7,139.6132429151218,11.06999996304512
106.5,-23.7,139.60270579001198,11.190000087022781
107.0,-23.7,117.89598024783643,9.940000057220459
107.5,-23.7,139.6913413430777,10.980000019073486
108.0,-23.7,113.45071472446466,9.380000054836273
108.5,-23.7,144.09182890539532,11.660000175237656
109.0,-23.7,113.57397893797574,9.31000006198883
109.5,-23.7,148.48674459225262,12.009999990463257
110.0,-23.7,126.68234156226224,10.370000094175339
110.5,-23.7,131.02679304663823,10.549999922513962
111.0,-23.7,144.16525902884663,11.930000007152557
111.5,-23.7,113.52808157785225,8.930000126361847
112.0,-23.7,139.81156100987403,11.380000084638596
112.5,-23.7,113.56789245839317,8.940000116825104
113.0,-23.7,148.60907834918876,12.230000138282776
113.5,-23.7,113.65337659822424,8.990000158548355
114.0,-23.7,140.0109166798456,10.850000023841858
114.5,-23.7,140.13209075912948,12.759999930858612
115.0,-23.7,122.7168303925842,11.18999993801117
115.5,-23.7,144.895705702505,11.810000032186508
116.0,-23.7,109.67301589824457,8.999999940395355
116.5,-23.7,148.91791098310867,12.360000252723694
117.0,-23.7,96.17470806340916,7.970000237226486
117.5,-23.7,144.7061251680586,12.419999957084656
118.0,-23.7,60.74455783370713,4.900000095367432
-117.5,-23.6,4.22814453713628,0.05000000074505806
-117.0,-23.6,12.27670967485269,0.4699999988079071
-116.5,-23.6,12.207448052263583,0.7400000095367432
-116.0,-23.6,20.655106381739813,1.4400000125169754
-115.5,-23.6,69.71495560906621,4.009999975562096
-115.0,-23.6,24.66406079510944,1.4700000137090683
-114.5,-23.6,24.32445252555699,1.580000028014183
-110.0,-23.6,4.100223847976318,0.12999999523162842
-109.5,-23.6,4.044222910042857,0.1599999964237213
-108.5,-23.6,4.238049334366955,0.11999999731779099
-107.0,-23.6,8.307496703279547,0.12999999523162842
-106.0,-23.6,8.336083635663652,0.3100000023841858
-105.0,-23.6,4.024087550374978,0.029999999329447746
-103.5,-23.6,4.090195189411705,0.10999999940395355
-103.0,-23.6,12.545318215449264,0.32999999821186066
-44.5,-23.6,4.316401525390693,0.5299999713897705
-42.5,-23.6,4.323822444517745,0.47999998927116394
-41.0,-23.6,8.635759839414344,0.8799999952316284
-40.5,-23.6,8.57868847213337,0.4699999988079071
-28.5,-23.6,8.624289661442669,0.44999998807907104
-28.0,-23.6,25.91569049463981,1.840000033378601
-27.5,-23.6,12.956675284769528,1.0
-27.0,-23.6,17.295818196471053,1.3600000143051147
-26.5,-23.6,4.311677810879243,0.3400000035762787
-26.0,-23.6,12.971254729698902,1.1200000047683716
-25.5,-23.6,21.62033219861778,1.8399999737739563
-25.0,-23.6,8.64813622953515,0.7200000286102295
-24.5,-23.6,4.323869030484634,0.3400000035762787
-23.5,-23.6,4.323911532159569,0.30000001192092896
-22.5,-23.6,4.324037147125976,0.3499999940395355
-22.0,-23.6,4.323799481505185,0.3400000035762787
-21.5,-23.6,21.19190490578847,0.39000000804662704
-21.0,-23.6,12.972108630951261,0.0
20.0,-23.6,46.90959581642839,2.4500000029802322
20.5,-23.6,132.43278071162453,13.050000056624413
21.0,-23.6,136.60772164678357,12.790000021457672
21.5,-23.6,119.37400035260123,12.159999996423721
22.0,-23.6,132.10204265607913,11.949999988079071
22.5,-23.6,123.29147675811834,12.079999834299088
23.0,-23.6,131.7834035385488,10.830000042915344
23.5,-23.6,123.23480059286163,11.589999973773956
24.0,-23.6,127.29079259587539,10.509999930858612
24.5,-23.6,118.97308122046299,3.8599999770522118
25.0,-23.6,12.834465744811979,0.0
29.5,-23.6,83.18044922777396,1.4299999829381704
30.0,-23.6,115.73800918300996,3.6799999959766865
30.5,-23.6,131.40145970626799,1.160000029951334
31.0,-23.6,97.84324994118748,0.0
38.0,-23.6,16.028573618382847,1.2900000214576721
39.0,-23.6,12.024447021954044,1.030000001192093
39.5,-23.6,84.71257760427726,8.5
40.0,-23.6,32.173624661617644,2.8600000143051147
40.5,-23.6,92.89667487466009,9.039999961853027
41.0,-23.6,72.56906602082856,7.129999995231628
41.5,-23.6,44.22751890832289,4.670000046491623
42.0,-23.6,24.129129379027304,2.2300000190734863
42.5,-23.6,8.032117881685435,0.550000011920929
55.0,-23.6,3.9997361632429134,0.3199999928474426
57.0,-23.6,3.9996882625988923,0.3199999928474426
57.5,-23.6,3.9999968720633694,0.33000001311302185
58.0,-23.6,8.046020459022614,0.5199999809265137
58.5,-23.6,3.9998884240763286,0.27000001072883606
59.5,-23.6,8.021659822874106,0.7800000011920929
60.0,-23.6,8.011992069790784,0.6500000059604645
60.5,-23.6,32.19878500572321,2.559999957680702
61.0,-23.6,60.298160984431135,6.019999951124191
61.5,-23.6,88.73912788751609,8.589999943971634
62.0,-23.6,121.20393319145255,11.149999976158142
62.5,-23.6,80.64877296995299,8.659999966621399
63.0,-23.6,138.51892850495832,13.060000002384186
63.5,-23.6,114.19054635753723,10.660000026226044
64.0,-23.6,128.1587051164237,11.320000112056732
64.5,-23.6,131.39410893641084,12.189999893307686
65.0,-23.6,102.84419392400439,8.86999997496605
65.5,-23.6,132.48185489374652,12.129999950528145
66.0,-23.6,64.52510897191738,5.690000116825104
66.5,-23.6,90.08917592075382,7.9599999487400055
67.0,-23.6,64.62794500964839,5.449999988079071
67.5,-23.6,47.37428384002489,3.9200000166893005
68.0,-23.6,55.824818185026665,4.5999999940395355
68.5,-23.6,64.56459145922933,5.360000044107437
69.0,-23.6,111.65282494712642,9.630000054836273
69.5,-23.6,81.62511672003438,6.710000038146973
70.0,-23.6,124.32731232232021,10.570000052452087
70.5,-23.6,102.87837773779722,8.450000166893005
71.0,-23.6,111.52527095007949,9.480000108480453
71.5,-23.6,115.88180115120078,9.979999959468842
72.0,-23.6,94.33679801344944,7.64000004529953
72.5,-23.6,102.95971941220147,8.420000046491623
73.0,-23.6,98.76722968914154,8.310000091791153
73.5,-23.6,124.44597348236915,10.170000225305557
74.0,-23.6,85.81646288063868,7.319999992847443
74.5,-23.6,133.02007360814497,11.060000091791153
75.0,-23.6,107.31972356228987,8.85000005364418
75.5,-23.6,94.45470015194448,7.790000021457672
76.0,-23.6,115.980272693825,9.56000006198883
76.5,-23.6,94.50171386442766,7.740000128746033
77.0,-23.6,107.46656275288953,8.890000134706497
77.5,-23.6,64.48847746490708,4.820000052452087
78.0,-23.6,81.65708612580761,6.959999978542328
78.5,-23.6,85.97790690755237,6.770000070333481
79.0,-23.6,107.4822275176462,8.710000067949295
79.5,-23.6,94.62638099235348,7.560000032186508
80.0,-23.6,51.63189765745923,4.330000013113022
80.5,-23.6,21.50375291072482,1.6800000071525574
81.0,-23.6,38.71622435707164,3.100000023841858
81.5,-23.6,86.11091491804311,7.150000035762787
82.0,-23.6,55.982906497298416,4.4700000286102295
82.5,-23.6,77.53013553665238,6.340000033378601
83.0,-23.6,34.46301639716754,2.580000013113022
83.5,-23.6,68.97557176505939,5.570000022649765
84.0,-23.6,34.49337488466468,3.060000032186508
84.5,-23.6,30.19970110194543,2.350000023841858
85.0,-23.6,43.120078292184004,3.4600000381469727
85.5,-23.6,30.198639956250673,2.400000035762787
86.0,-23.6,30.224114398914033,2.310000002384186
86.5,-23.6,17.2535805453376,1.4500000178813934
87.0,-23.6,17.25382810262827,1.4100000262260437
87.5,-23.6,12.954124283783102,1.0999999940395355
88.0,-23.6,12.972047730590845,1.0099999904632568
88.5,-23.6,21.574607184296163,1.6800000071525574
89.0,-23.6,38.88589088043132,3.270000010728836
90.0,-23.6,4.3137987361805195,0.3400000035762787
90.5,-23.6,8.64790065991744,0.6699999868869781
91.5,-23.6,8.647747409639289,0.6500000059604645
92.0,-23.6,4.324110508487764,0.3799999952316284
92.5,-23.6,8.647940882982832,0.7000000178813934
117.0,-23.6,17.14294737802924,1.4700000286102295
118.0,-23.6,55.61721171168131,4.7300001084804535
118.5,-23.6,133.2065603610015,12.229999884963036
119.0,-23.6,116.08063266038765,10.830000013113022
119.5,-23.6,123.9829226797743,12.629999995231628
120.0,-23.6,119.44514366945076,12.239999860525131
120.5,-23.6,127.49216059926081,12.45999988913536
121.0,-23.6,127.1971219382684,13.31999996304512
121.5,-23.6,119.65836114164662,11.910000175237656
122.0,-23.6,127.33075688869484,13.370000094175339
122.5,-23.6,118.87057527113245,11.290000021457672
123.0,-23.6,122.79497431607223,12.34999993443489
123.5,-23.6,118.95865967910694,12.149999976158142
124.0,-23.6,126.55662218585083,13.119999915361404
124.5,-23.6,118.49576575728143,4.179999940097332
125.0,-23.6,4.059962661931803,0.0
134.5,-23.6,41.36404211380136,0.0
135.0,-23.6,90.55460019244971,0.0
142.0,-23.6,70.49747213490355,0.23999999463558197
142.5,-23.6,112.2743879244554,4.379999991506338
143.0,-23.6,132.27071114003652,10.630000159144402
143.5,-23.6,120.82933406886754,9.98999997973442
144.0,-23.6,129.14078652658975,0.760000005364418
144.5,-23.6,41.88686925104718,0.0
147.5,-23.6,80.54182789370033,0.0
148.0,-23.6,4.221579944286018,0.0
-115.5,-23.5,4.000393182581899,0.20999999344348907
-115.0,-23.5,11.999333192450838,0.7799999862909317
-114.5,-23.5,35.94796474631522,2.0100000351667404
-114.0,-23.5,71.73222507154271,4.409999966621399
-113.5,-23.5,71.36882175493767,4.9800000339746475
-113.0,-23.5,67.0018977330541,3.980000004172325
-112.5,-23.5,74.58131097603395,4.900000050663948
-112.0,-23.5,62.490569021969236,4.060000061988831
-111.5,-23.5,77.857401800981,1.9799999855458736
-111.0,-23.5,58.25575944034348,3.679999977350235
-110.5,-23.5,81.42739165862673,5.460000006482005
-110.0,-23.5,54.047136620505604,4.919999942183495
-109.5,-23.5,57.936028805676536,5.639999948441982
-109.0,-23.5,73.43997914086019,5.13000001758337
-108.5,-23.5,65.75694441918039,3.230000004172325
-108.0,-23.5,57.81133190103786,3.069999985396862
-107.5,-23.5,61.78428901660511,1.209999991580844
-107.0,-23.5,46.68098294152774,1.5000000223517418
-106.5,-23.5,7.742184447247912,0.5900000035762787
-106.0,-23.5,54.03797283628686,4.099999979138374
-105.5,-23.5,57.719385446672256,4.239999935030937
-105.0,-23.5,50.01555023973994,3.670000035315752
-104.5,-23.5,46.239854656442674,4.010000020265579
-104.0,-23.5,46.4686596038199,3.6300000101327896
-103.5,-23.5,42.96710876099417,1.3699999749660492
37.5,-23.5,119.5879107656557,8.530000112950802
38.0,-23.5,103.76959553985157,10.580000072717667
38.5,-23.5,119.48081590687566,11.229999914765358
39.0,-23.5,99.70423490725523,10.249999970197678
39.5,-23.5,44.139030647421414,4.60999995470047
40.0,-23.5,80.02964002153259,8.069999992847443
40.5,-23.5,36.20051205491146,3.439999997615814
41.0,-23.5,44.16979664734111,4.910000026226044
41.5,-23.5,80.03304750275736,8.280000001192093
42.0,-23.5,96.17814931937761,9.839999914169312
42.5,-23.5,111.40226307786925,12.030000030994415
43.0,-23.5,114.36902352869728,10.799999997019768
43.5,-23.5,114.08389791720526,11.189999923110008
44.0,-23.5,126.0819223478737,12.919999837875366
44.5,-23.5,110.56963920249514,10.740000009536743
45.0,-23.5,126.15120115231942,13.229999840259552
45.5,-23.5,102.50482292440965,9.939999967813492
46.0,-23.5,134.5344279312557,14.49999988079071
46.5,-23.5,106.75297702925216,11.149999886751175
47.0,-23.5,130.25206912460393,12.92999991774559
47.5,-23.5,118.6221960622977,12.21000000834465
48.0,-23.5,110.34142341124927,11.069999933242798
48.5,-23.5,126.23222522245638,12.700000017881393
49.0,-23.5,102.99051435265758,10.88000002503395
49.5,-23.5,134.622558719995,13.530000030994415
50.0,-23.5,103.26675150497758,10.790000081062317
50.5,-23.5,135.24554905606476,13.710000038146973
51.0,-23.5,119.17034380841508,12.029999881982803
51.5,-23.5,119.25129138019678,11.459999948740005
52.0,-23.5,119.55275605509868,11.979999959468842
52.5,-23.5,111.10165763430516,11.670000046491623
53.0,-23.5,127.04543033878757,12.269999980926514
53.5,-23.5,103.58361848415936,10.759999930858612
54.0,-23.5,135.5157955217869,14.149999886751175
54.5,-23.5,107.67549682775594,11.389999866485596
55.0,-23.5,127.22942395768563,12.449999928474426
55.5,-23.5,103.41033698769,10.639999955892563
56.0,-23.5,127.63117366585182,12.539999976754189
56.5,-23.5,127.52419549184027,12.729999959468842
57.0,-23.5,103.5237345477016,10.949999988079071
57.5,-23.5,127.7553723397704,12.499999970197678
58.0,-23.5,95.92176478250603,10.230000078678131
58.5,-23.5,131.3932465152417,13.38999992609024
59.0,-23.5,103.47234754663977,10.15999984741211
59.5,-23.5,127.65253208308252,13.489999949932098
60.0,-23.5,107.76386757877287,10.539999932050705
60.5,-23.5,80.17927394100845,8.489999949932098
61.0,-23.5,72.21980393776583,7.4599999487400055
61.5,-23.5,16.09188322748468,1.75
62.0,-23.5,16.116378098670502,1.7799999713897705
62.5,-23.5,24.131170631949935,2.4300000071525574
-148.5,-23.3,9.357598574444015,0.019999999552965164
-148.0,-23.3,27.941221997038042,0.05999999865889549
-140.0,-23.3,4.619854167846573,0.0
-134.5,-23.3,9.280199690273928,0.0
-132.5,-23.3,4.6325782636451285,0.0
-122.5,-23.3,9.312229967219345,0.0
-19.0,-23.3,4.660529785647945,0.0
-148.0,-23.2,124.50195651084434,3.919999999925494
-147.5,-23.2,124.02328468387284,7.050000101327896
-147.0,-23.2,151.20338194088592,10.669999957084656
-146.5,-23.2,114.58891292518408,8.130000084638596
-146.0,-23.2,146.78140058438683,9.49000008404255
-145.5,-23.2,160.4123117283016,8.249999932944775
-145.0,-23.2,114.67192388190621,3.870000060647726
-144.5,-23.2,151.58064743883585,5.27000005543232
-144.0,-23.2,123.61906898224929,4.719999983906746
-143.5,-23.2,151.52476185770723,7.8499999940395355
-143.0,-23.2,123.56439626284632,8.180000007152557
-142.5,-23.2,146.31957710933204,10.960000097751617
-142.0,-23.2,127.89425458639899,9.60000005364418
-141.5,-23.2,141.69308637830076,10.700000047683716
-141.0,-23.2,146.44090837945058,9.950000047683716
-140.5,-23.2,123.58748301869997,6.370000034570694
-140.0,-23.2,146.6976201064218,1.8799999505281448
