Azimuth,Height,Distance,Average Intensity
-65.0,-23.7,4.398646331992389,0.21954405
-64.5,-23.7,4.403198919785873,0.3106593
-64.0,-23.7,4.396677459936067,0.30967423
-63.5,-23.7,4.395314742489375,0.30885792
-63.0,-23.7,4.397750965741392,0.31358972
-62.5,-23.7,4.395625274675509,0.24321428
-62.0,-23.7,4.391523984150825,0.3046405
-61.5,-23.7,4.387562344935491,0.30806008
-61.0,-23.7,4.387421754948294,0.32110447
-60.5,-23.7,4.391274912685659,0.31607667
-60.0,-23.7,4.3930176355497,0.31726024
-59.5,-23.7,4.395624126306714,0.30628285
-59.0,-23.7,4.39282040315122,0.3137534
-58.5,-23.7,4.403925020490301,0.31999996
-58.0,-23.7,4.403366352611965,0.29666665
-57.5,-23.7,4.399292983561664,0.29774508
-57.0,-23.7,4.388087601170967,0.31401637
-56.5,-23.7,4.384307739123945,0.3120923
-56.0,-23.7,4.3824201271270695,0.31594282
-55.5,-23.7,4.376575970184482,0.31702185
-55.0,-23.7,4.387255226826504,0.31363633
-54.5,-23.7,4.380748497181408,0.31447798
-54.0,-23.7,4.382947320370014,0.28071892
-53.5,-23.7,4.397363737460527,0.37743035
-53.0,-23.7,4.382345460464497,0.4034202
-52.5,-23.7,4.370961680707418,0.41608217
-52.0,-23.7,4.371168378167687,0.40274924
-51.5,-23.7,4.364915151780421,0.38539585
-51.0,-23.7,4.367638779498349,0.4148767
-50.5,-23.7,4.362946537133096,0.3870915
-50.0,-23.7,4.366493469524376,0.40141687
-49.5,-23.7,4.372064010657074,0.3747557
-49.0,-23.7,4.366713716946449,0.4126171
-48.5,-23.7,4.37129135237079,0.42750004
-48.0,-23.7,4.36615368209575,0.4066575
-47.5,-23.7,4.379457415058156,0.404127
-47.0,-23.7,4.375367686001026,0.4037326
-46.5,-23.7,4.371616248537379,0.44478872
-46.0,-23.7,4.362359766468665,0.35699368
-45.5,-23.7,4.356409139075358,0.40112948
-45.0,-23.7,4.365001737338867,0.42566773
-44.5,-23.7,4.363756031503755,0.40267956
-44.0,-23.7,4.354135795685631,0.41904604
-43.5,-23.7,4.359423472403481,0.39027473
-43.0,-23.7,4.361039191034088,0.3965064
-42.5,-23.7,4.363336611306168,0.3952809
-42.0,-23.7,4.364739182942411,0.4133889
-41.5,-23.7,4.364583802128932,0.40059602
-41.0,-23.7,4.350866428354033,0.42596635
-40.5,-23.7,4.3780570398691685,0.27841154
-40.0,-23.7,4.3691063849761544,0.0
-28.5,-23.7,4.355266845165373,0.19264318
-28.0,-23.7,4.32945219610205,0.32681274
-27.5,-23.7,4.333031013153388,0.32878503
-27.0,-23.7,4.33496190211527,0.3651111
-26.5,-23.7,4.340891365611153,0.35322186
-26.0,-23.7,4.335431692586469,0.3520761
-25.5,-23.7,4.337443630072384,0.36189348
-25.0,-23.7,4.338427338012333,0.3522713
-24.5,-23.7,4.33677967064405,0.35544023
-24.0,-23.7,4.3367949264297545,0.34444442
-23.5,-23.7,4.339198476085412,0.35319728
-23.0,-23.7,4.349776002737542,0.33450702
-22.5,-23.7,4.3460911883636895,0.33556667
-22.0,-23.7,4.347187945749414,0.34571022
-21.5,-23.7,4.355588417795879,0.24610388
-21.0,-23.7,4.351812306307533,0.0
-20.5,-23.7,4.366529658716702,0.0
20.5,-23.7,4.28367283926898,0.37333333
21.0,-23.7,4.283543689411249,0.30142856
24.5,-23.7,4.303643849085542,0.0
65.0,-23.7,4.302314680342173,0.3042857
65.5,-23.7,4.305300036604426,0.2847826
66.0,-23.7,4.319445341794142,0.37137255
66.5,-23.7,4.317756649416421,0.36128712
67.0,-23.7,4.325801147782786,0.3688797
67.5,-23.7,4.328870113118825,0.3525131
68.0,-23.7,4.3236926940713785,0.35551548
68.5,-23.7,4.314656963936543,0.36847997
69.0,-23.7,4.318546429411836,0.35831776
69.5,-23.7,4.311992177019276,0.35364866
70.0,-23.7,4.302944230983387,0.36222225
70.5,-23.7,4.305571034459176,0.34457627
71.0,-23.7,4.3039245783677025,0.3595919
71.5,-23.7,4.302762505052739,0.37283015
72.0,-23.7,4.302755599942219,0.34500003
72.5,-23.7,4.309072303657956,0.35203123
73.0,-23.7,4.309600041813159,0.36022726
73.5,-23.7,4.308138864670177,0.3511321
74.0,-23.7,4.3073778262774685,0.3602174
74.5,-23.7,4.302923765992724,0.36555555
75.0,-23.7,4.3082213124652835,0.35288134
75.5,-23.7,4.304738513687916,0.3557143
76.0,-23.7,4.304053018780455,0.34852943
76.5,-23.7,4.304882074987319,0.34953848
77.0,-23.7,4.304288095018271,0.34803918
77.5,-23.7,4.31005558589585,0.3309589
78.0,-23.7,4.31398158544945,0.36283335
78.5,-23.7,4.3096081820324414,0.34692305
79.0,-23.7,4.3079901527210005,0.35306308
79.5,-23.7,4.312284719059844,0.35240963
80.0,-23.7,4.313549690439422,0.35871795
80.5,-23.7,4.3150741886034965,0.3461135
81.0,-23.7,4.315024820101434,0.34816328
81.5,-23.7,4.316140220680907,0.36624205
82.0,-23.7,4.317192330214312,0.34791407
82.5,-23.7,4.317517270764181,0.36294392
83.0,-23.7,4.32094673631033,0.34373683
83.5,-23.7,4.322690515813055,0.3501688
84.0,-23.7,4.324349996939844,0.37443984
84.5,-23.7,4.328223852744585,0.34575891
85.0,-23.7,4.32412650114585,0.3555849
85.5,-23.7,4.326306223313271,0.3448333
86.0,-23.7,4.328821009125629,0.34595156
86.5,-23.7,4.329209996262866,0.36210117
87.0,-23.7,4.331073991597417,0.3455862
87.5,-23.7,4.329598018579163,0.35822642
88.0,-23.7,4.334720994508826,0.3485987
88.5,-23.7,4.332190963462114,0.3432907
89.0,-23.7,4.33175512028936,0.35600826
89.5,-23.7,4.334680631822081,0.35114112
90.0,-23.7,4.336001617557669,0.3697952
90.5,-23.7,4.338493607818164,0.33909675
91.0,-23.7,4.342375862689417,0.35190162
91.5,-23.7,4.340993033932078,0.34802395
92.0,-23.7,4.340424914003107,0.3472222
92.5,-23.7,4.340982833903808,0.3568976
93.0,-23.7,4.348092713469656,0.3472853
93.5,-23.7,4.354341187146828,0.362549
94.0,-23.7,4.348434190732619,0.35443833
94.5,-23.7,4.354415195588146,0.36319217
95.0,-23.7,4.357531988683883,0.34375
95.5,-23.7,4.355388293159439,0.35044727
96.0,-23.7,4.357392890793124,0.34630552
96.5,-23.7,4.357960221606196,0.35466045
97.0,-23.7,4.365935420624273,0.34561253
97.5,-23.7,4.367241085550798,0.35171744
98.0,-23.7,4.36863326893555,0.35130292
98.5,-23.7,4.366994264572235,0.35705882
99.0,-23.7,4.366687722624819,0.34328023
99.5,-23.7,4.370589523075348,0.3588398
100.0,-23.7,4.374688420922511,0.36610392
100.5,-23.7,4.373589494826287,0.33865386
101.0,-23.7,4.3711963385312105,0.35151976
101.5,-23.7,4.373822560536239,0.34821635
102.0,-23.7,4.379289042905368,0.3646409
102.5,-23.7,4.377617147133582,0.3559477
103.0,-23.7,4.377639561758403,0.34654692
103.5,-23.7,4.375061633764039,0.35267738
104.0,-23.7,4.375588865229728,0.35596687
104.5,-23.7,4.374334675135935,0.3338235
105.0,-23.7,4.37801902760801,0.37008196
105.5,-23.7,4.372624585327371,0.36196318
106.0,-23.7,4.379756358890431,0.35089853
106.5,-23.7,4.37762900562225,0.34675
107.0,-23.7,4.380453610748401,0.36784565
107.5,-23.7,4.378710060264591,0.34298047
108.0,-23.7,4.380653783999606,0.362987
108.5,-23.7,4.380529440962927,0.3517857
109.0,-23.7,4.381917166769799,0.3529836
109.5,-23.7,4.384232629009736,0.35237706
110.0,-23.7,4.3826442802931,0.35525835
110.5,-23.7,4.385122318251718,0.35401163
111.0,-23.7,4.383066918866624,0.36211112
111.5,-23.7,4.380636732761636,0.34371334
112.0,-23.7,4.386885598421151,0.35709584
112.5,-23.7,4.38075492629055,0.34388155
113.0,-23.7,4.3824135236927875,0.3599176
113.5,-23.7,4.384503222652069,0.34837133
114.0,-23.7,4.3874063213555505,0.3345856
114.5,-23.7,4.401003988471347,0.3994186
115.0,-23.7,4.397834765281188,0.4020909
115.5,-23.7,4.40344834375872,0.35734245
116.0,-23.7,4.403977910205954,0.3611842
116.5,-23.7,4.391155716273409,0.3642149
117.0,-23.7,4.390948247241591,0.3632852
117.5,-23.7,4.399016913225874,0.37633604
118.0,-23.7,4.3503592810843745,0.3561446
-121.5,-23.6,4.292634192929382,0.22999999
-121.0,-23.6,4.282799838478078,0.3142857
-120.5,-23.6,4.249943805689971,0.27625
-120.0,-23.6,4.254423245507942,0.248
-119.5,-23.6,4.253596538535198,0.23099999
-119.0,-23.6,4.206477898795355,0.23615384
-118.5,-23.6,4.164144232100014,0.23900001
-118.0,-23.6,4.238459033017821,0.22533332
-117.5,-23.6,4.230478585767709,0.2383333
-117.0,-23.6,4.224439504911605,0.19333333
-116.5,-23.6,4.231259861583313,0.2034
-116.0,-23.6,4.2130712877307,0.20072289
-115.5,-23.6,4.240125798311737,0.24140352
-115.0,-23.6,4.208750073075122,0.24674158
-114.5,-23.6,4.214430993416456,0.23055556
-114.0,-23.6,4.049271061344872,0.47444445
-113.5,-23.6,4.006182139517506,0.22999999
-113.0,-23.6,4.06411726135131,0.14
-112.0,-23.6,4.054252353979913,0.14
-111.0,-23.6,4.046178140899809,0.13
-110.5,-23.6,4.115640951718039,0.14
-110.0,-23.6,4.117131164636666,0.13499999
-109.5,-23.6,4.109146489220787,0.1
-109.0,-23.6,4.135792922272042,0.11
-108.5,-23.6,4.160473214739656,0.123333335
-108.0,-23.6,4.20921871638386,0.112
-107.5,-23.6,4.165963407357743,0.14428571
-107.0,-23.6,4.217127031338951,0.10875
-106.5,-23.6,4.169589973113945,0.089999996
-106.0,-23.6,4.19597092054899,0.1425
-105.5,-23.6,4.194792822490324,0.095
-105.0,-23.6,4.082587991428423,0.048
-104.5,-23.6,4.202278088204176,0.095714286
-104.0,-23.6,4.167921531062702,0.114
-103.5,-23.6,4.211688784923618,0.111428574
-103.0,-23.6,4.204690757115215,0.111481465
-49.0,-23.6,4.326234920855247,0.66
-46.0,-23.6,4.32401727530463,0.33
-44.5,-23.6,4.320673634127166,0.485
-44.0,-23.6,4.324104785031044,0.5233333
-43.5,-23.6,4.323837747731264,0.46
-43.0,-23.6,4.325121548724905,0.475
-42.5,-23.6,4.323939272360011,0.49399996
-41.5,-23.6,4.3253063900431465,0.48833334
-41.0,-23.6,4.319925360249946,0.45000002
-40.5,-23.6,4.295037906484691,0.08133332
-28.5,-23.6,4.312907523777652,0.20900002
-28.0,-23.6,4.318780203137147,0.31936508
-27.5,-23.6,4.319038097565939,0.32902437
-27.0,-23.6,4.321543448224166,0.3302564
-26.5,-23.6,4.321471925929253,0.3508108
-26.0,-23.6,4.321897185308411,0.37857142
-25.5,-23.6,4.3223496178067995,0.36344826
-25.0,-23.6,4.324068114767574,0.36000007
-24.5,-23.6,4.319973521184426,0.35730773
-24.0,-23.6,4.320739525915891,0.3209524
-23.5,-23.6,4.32009317824397,0.33249998
-23.0,-23.6,4.320347236451007,0.37
-22.5,-23.6,4.3209746371305755,0.33899996
-22.0,-23.6,4.3251561053695164,0.35999998
-21.5,-23.6,4.294136163897384,0.1036
-21.0,-23.6,4.320389228814699,0.0
20.0,-23.6,4.279982825803617,0.21473685
20.5,-23.6,4.288654809707985,0.41563186
21.0,-23.6,4.281104627240512,0.4024561
21.5,-23.6,4.280988223753913,0.4346395
22.0,-23.6,4.288635442558699,0.391456
22.5,-23.6,4.261403629222496,0.41775975
23.0,-23.6,4.269161289038841,0.35033056
23.5,-23.6,4.259948626918011,0.4000974
24.0,-23.6,4.253465623751023,0.3536813
24.5,-23.6,4.261895848434444,0.11343435
25.0,-23.6,4.285388718358647,0.0
29.5,-23.6,4.199930197313288,0.072478995
30.0,-23.6,4.146149061602817,0.13423729
30.5,-23.6,4.123971654946026,0.043002684
31.0,-23.6,4.089184219229608,0.0
37.5,-23.6,4.012508704618718,0.37
38.0,-23.6,4.016890032164001,0.345
38.5,-23.6,4.006011070555906,0.305
39.0,-23.6,4.018961129694359,0.367619
39.5,-23.6,4.045818125097617,0.40253904
40.0,-23.6,4.034567330060352,0.37119046
40.5,-23.6,4.051723132852454,0.3882699
41.0,-23.6,4.046951852630414,0.4046667
41.5,-23.6,4.04333373169003,0.408785
42.0,-23.6,4.046276748010283,0.3746281
42.5,-23.6,4.018022420210858,0.2829412
53.5,-23.6,3.9997936665723897,0.29
54.5,-23.6,3.9999966918783834,0.405
55.0,-23.6,3.9997361632429134,0.36
56.0,-23.6,4.017329504944374,0.23571429
57.0,-23.6,3.9997849288574145,0.3225
57.5,-23.6,3.999945501600109,0.3618182
58.0,-23.6,4.01535571840691,0.3545
58.5,-23.6,3.999908659123603,0.2881818
59.0,-23.6,4.00520760121541,0.27666667
59.5,-23.6,4.010829911437053,0.39
60.0,-23.6,4.006791983272353,0.33600003
60.5,-23.6,4.03329321168601,0.34601772
61.0,-23.6,4.0333105825284425,0.39697987
61.5,-23.6,4.0409452675450375,0.396
62.0,-23.6,4.052861742611216,0.3682263
62.5,-23.6,4.052459628941141,0.43321428
63.0,-23.6,4.081908972849278,0.38752747
63.5,-23.6,4.096461134229419,0.38346264
64.0,-23.6,4.1701131816558155,0.36351794
64.5,-23.6,4.246714105417654,0.3856878
65.0,-23.6,4.290683358356177,0.36390334
65.5,-23.6,4.2975854949176115,0.38494185
66.0,-23.6,4.304754199974075,0.38655344
66.5,-23.6,4.308705308145466,0.37252474
67.0,-23.6,4.314917118256683,0.364403
67.5,-23.6,4.317054605091936,0.35185185
68.0,-23.6,4.314889389727966,0.3439106
68.5,-23.6,4.317587730310227,0.35471267
69.0,-23.6,4.309563329667495,0.3681226
69.5,-23.6,4.304692049433854,0.35592106
70.0,-23.6,4.296444843359502,0.36308643
70.5,-23.6,4.297869597753279,0.35156462
71.0,-23.6,4.306540111325367,0.36114815
71.5,-23.6,4.3042316412576085,0.36576802
72.0,-23.6,4.306782282453113,0.34753847
72.5,-23.6,4.304935220983861,0.35016075
73.0,-23.6,4.304708523041699,0.3635743
73.5,-23.6,4.304710352013653,0.3515238
74.0,-23.6,4.307098398831168,0.35873565
74.5,-23.6,4.307042262877841,0.3601846
75.0,-23.6,4.30719741250414,0.35786206
75.5,-23.6,4.305550544726012,0.35383764
76.0,-23.6,4.300727749444196,0.34830618
76.5,-23.6,4.306382699675926,0.35021552
77.0,-23.6,4.309153143476852,0.35451853
77.5,-23.6,4.309376336293321,0.32722467
78.0,-23.6,4.309370457564371,0.368107
78.5,-23.6,4.311511389091104,0.33889908
79.0,-23.6,4.309861552595355,0.35083663
79.5,-23.6,4.309454532057966,0.34597787
80.0,-23.6,4.309608315965255,0.35942677
80.5,-23.6,4.306014780102456,0.3432374
81.0,-23.6,4.309175009833427,0.3487898
81.5,-23.6,4.310761926828927,0.35427183
82.0,-23.6,4.318046741625838,0.33918917
82.5,-23.6,4.3103688186742435,0.35530204
83.0,-23.6,4.310878927313124,0.33571428
83.5,-23.6,4.311104197745361,0.34830648
84.0,-23.6,4.3200926040828245,0.37310922
84.5,-23.6,4.318664526196081,0.33768293
85.0,-23.6,4.319369340376056,0.34989998
85.5,-23.6,4.318659985203214,0.3422222
86.0,-23.6,4.318509475041422,0.3284507
86.5,-23.6,4.321111459810632,0.36339626
87.0,-23.6,4.3181689260815075,0.3495775
87.5,-23.6,4.31905303300905,0.35408163
88.0,-23.6,4.320789846722284,0.33
88.5,-23.6,4.318720252467376,0.33285716
89.0,-23.6,4.321431620759145,0.35853657
89.5,-23.6,4.318245898623359,0.34296298
90.0,-23.6,4.318658864937822,0.36
90.5,-23.6,4.320717974689708,0.34000006
91.0,-23.6,4.318013057474139,0.35
91.5,-23.6,4.324007060557332,0.33653843
92.0,-23.6,4.324028706837003,0.36272725
92.5,-23.6,4.323970441491416,0.35200003
93.5,-23.6,4.3251285674591085,0.325
117.0,-23.6,4.30107590428581,0.3646875
118.0,-23.6,4.294015644883896,0.353617
118.5,-23.6,4.249017411094025,0.38207754
119.0,-23.6,4.171861799974968,0.3883062
119.5,-23.6,4.148435095487949,0.41198343
120.0,-23.6,4.141360109926751,0.42171615
120.5,-23.6,4.13120204358348,0.40737128
121.0,-23.6,4.120304997120461,0.42490685
121.5,-23.6,4.142986863438332,0.41402858
122.0,-23.6,4.124237430130606,0.4306627
122.5,-23.6,4.125511739667727,0.389174
123.0,-23.6,4.109425650465552,0.41208914
123.5,-23.6,4.116991044322832,0.4176
124.0,-23.6,4.0948579169807635,0.42145547
124.5,-23.6,4.1163821999163,0.15263514
125.0,-23.6,4.097153639084941,0.0
134.5,-23.6,4.173499256442097,0.0
135.0,-23.6,4.146668113089379,0.0
142.0,-23.6,4.173760708461843,0.019186046
142.5,-23.6,4.176352199498036,0.15646464
143.0,-23.6,4.152328066964101,0.327655
143.5,-23.6,4.18202428676355,0.33468392
144.0,-23.6,4.194921360477284,0.027021943
144.5,-23.6,4.2061030594114985,0.0
147.5,-23.6,4.251245611530506,0.0
148.0,-23.6,4.237976950403041,0.0
-116.0,-23.5,4.028220500937231,0.23
-115.5,-23.5,4.015954488031747,0.22357143
-115.0,-23.5,4.026746478732592,0.24020834
-114.5,-23.5,4.0118468165330174,0.23964497
-114.0,-23.5,3.9900019424895965,0.25919282
-113.5,-23.5,4.000532122507677,0.24704796
-113.0,-23.5,3.963357977235176,0.2268421
-112.5,-23.5,3.9599718983580456,0.24256319
-112.0,-23.5,3.9594771336457826,0.23085971
-111.5,-23.5,3.961048581339796,0.14853932
-111.0,-23.5,3.9512532536778213,0.27133927
-110.5,-23.5,3.970031686722887,0.2789299
-110.0,-23.5,3.9640283841057578,0.3018033
-109.5,-23.5,3.995174418540779,0.32957625
-109.0,-23.5,4.003445946302103,0.25652173
-108.5,-23.5,3.938833414655633,0.17064676
-108.0,-23.5,3.978068626935049,0.17056522
-107.5,-23.5,3.970413276623703,0.09152543
-107.0,-23.5,4.005428549591653,0.14767568
-106.5,-23.5,3.98543895024466,0.26918608
-106.0,-23.5,3.9714450022097187,0.27910796
-105.5,-23.5,3.9639076537316043,0.27933648
-105.0,-23.5,3.93971386215374,0.28590673
-104.5,-23.5,3.986140439857143,0.3074074
-104.0,-23.5,4.007763977893721,0.26492533
-103.5,-23.5,3.9684024741744044,0.14150001
-103.0,-23.5,4.000241605453124,0.10666666
37.5,-23.5,3.9978771106021704,0.28190058
38.0,-23.5,4.0069421890324355,0.39063546
38.5,-23.5,3.9997168927169398,0.3864305
39.0,-23.5,4.013859956517931,0.4061511
39.5,-23.5,4.019123971622844,0.4152991
40.0,-23.5,4.019292132040247,0.39813954
40.5,-23.5,4.030663193376884,0.39435294
41.0,-23.5,4.022744949754627,0.42053193
41.5,-23.5,4.0197576994046695,0.4207724
42.0,-23.5,4.014771141954629,0.4170354
42.5,-23.5,4.00207116349503,0.4327303
43.0,-23.5,3.966448191292466,0.37975138
43.5,-23.5,3.955388096642333,0.380297
44.0,-23.5,3.9650664041910435,0.40731382
44.5,-23.5,3.9645062349316547,0.37637585
45.0,-23.5,3.960418338981718,0.4163172
45.5,-23.5,3.9676289726823923,0.3825839
46.0,-23.5,3.9729043657434766,0.42337877
46.5,-23.5,3.968595021699238,0.4107012
47.0,-23.5,3.9642057088543603,0.40189508
47.5,-23.5,3.9718617266617424,0.40257454
48.0,-23.5,3.9610073107221195,0.39932886
48.5,-23.5,3.9629369645048302,0.39318183
49.0,-23.5,3.9727277318334226,0.42694917
49.5,-23.5,3.9841660961109504,0.39380056
50.0,-23.5,3.979677588554335,0.41209304
50.5,-23.5,3.99245849028126,0.4067302
51.0,-23.5,3.989074301949542,0.39795014
51.5,-23.5,3.992638851570105,0.38964745
52.0,-23.5,3.9950018411595094,0.3969624
52.5,-23.5,3.9825464375328403,0.41222224
53.0,-23.5,3.988349663007317,0.38838196
53.5,-23.5,3.9969072287732903,0.41269898
54.0,-23.5,4.00075881962439,0.40932435
54.5,-23.5,4.000615368731546,0.4173209
55.0,-23.5,3.989462658069472,0.38725662
55.5,-23.5,3.992467892602165,0.3996285
56.0,-23.5,4.00563226268323,0.40262535
56.5,-23.5,3.9953719674580244,0.3984881
57.0,-23.5,3.99395778611978,0.4120748
57.5,-23.5,4.003163793449847,0.39559326
58.0,-23.5,4.018422509297373,0.40798587
58.5,-23.5,3.9987579647716416,0.4115819
59.0,-23.5,3.997938292587137,0.39267325
59.5,-23.5,4.004187843751112,0.42024863
60.0,-23.5,4.006741629236709,0.39565098
60.5,-23.5,4.020098333457623,0.41591397
61.0,-23.5,4.021914748608255,0.41616073
61.5,-23.5,4.032266007008258,0.4252941
62.0,-23.5,4.02923907089609,0.40146345
62.5,-23.5,4.032603734639086,0.41614038
-112.0,-23.4,3.755902906239208,0.0
-111.5,-23.4,3.7535856760552573,0.0
-148.5,-23.3,4.710030167402033,0.008181818
-148.0,-23.3,4.672879217728354,0.021111108
-140.0,-23.3,4.619854167846573,0.0
-139.0,-23.3,4.632399503777872,0.0
-134.5,-23.3,4.664583051750977,0.0
-134.0,-23.3,4.632405895134739,0.071428575
-133.5,-23.3,4.619853389669942,0.18
-132.5,-23.3,4.638447504409935,0.0
-122.5,-23.3,4.680459049295861,0.0035714284
-19.0,-23.3,4.661320292817485,0.0
-148.0,-23.2,4.644164108756426,0.14263158
-147.5,-23.2,4.605162640378957,0.26226535
-147.0,-23.2,4.593121362144007,0.3227747
-146.5,-23.2,4.600202562305571,0.32660127
-146.0,-23.2,4.606034898032774,0.29127422
-145.5,-23.2,4.599856058764061,0.23825487
-145.0,-23.2,4.604026769765726,0.15183282
-144.5,-23.2,4.620925327438704,0.15958679
-144.0,-23.2,4.592642039774631,0.17252429
-143.5,-23.2,4.607012683396587,0.23732784
-143.0,-23.2,4.592143970904304,0.30032256
-142.5,-23.2,4.581303367523524,0.3439452
-142.0,-23.2,4.592003823748563,0.34277067
-141.5,-23.2,4.585026498159965,0.34619716
-141.0,-23.2,4.59579074502024,0.3067318
